2024-06-01;00:00;27.37
2024-06-01;01:00;22.32
2024-06-01;02:00;21.42
2024-06-01;03:00;19.99
2024-06-01;04:00;19.49
2024-06-01;05:00;19.52
2024-06-01;06:00;26.7
2024-06-01;07:00;47.87
2024-06-01;08:00;65.49
2024-06-01;09:00;55.84
2024-06-01;10:00;56.28
2024-06-01;11:00;63.68
2024-06-01;12:00;52.78
2024-06-01;13:00;55.34
2024-06-01;14:00;50.4
2024-06-01;15:00;59.19
2024-06-01;16:00;65.63
2024-06-01;17:00;62.86
2024-06-01;18:00;2.02
2024-06-01;19:00;0.0
2024-06-01;20:00;97.42
2024-06-01;21:00;78.83
2024-06-01;22:00;73.31
2024-06-01;23:00;54.32
2024-06-02;00:00;5.66
2024-06-02;01:00;0.0
2024-06-02;02:00;50.81
2024-06-02;03:00;34.55
2024-06-02;04:00;29.96
2024-06-02;05:00;31.73
2024-06-02;06:00;38.2
2024-06-02;07:00;63.29
2024-06-02;08:00;74.62
2024-06-02;09:00;64.52
2024-06-02;10:00;62.27
2024-06-02;11:00;69.76
2024-06-02;12:00;61.38
2024-06-02;13:00;64.55
2024-06-02;14:00;53.97
2024-06-02;15:00;15.34
2024-06-02;16:00;14.87
2024-06-02;17:00;43.96
2024-06-02;18:00;70.61
2024-06-02;19:00;68.6
2024-06-02;20:00;69.75
2024-06-02;21:00;74.53
2024-06-02;22:00;63.08
2024-06-02;23:00;50.15
2024-06-03;00:00;35.8
2024-06-03;01:00;28.08
2024-06-03;02:00;2.05
2024-06-03;03:00;0.0
2024-06-03;04:00;41.17
2024-06-03;05:00;35.26
2024-06-03;06:00;44.8
2024-06-03;07:00;65.68
2024-06-03;08:00;74.13
2024-06-03;09:00;73.56
2024-06-03;10:00;10.59
2024-06-03;11:00;75.88
2024-06-03;12:00;77.19
2024-06-03;13:00;75.43
2024-06-03;14:00;70.46
2024-06-03;15:00;65.87
2024-06-03;16:00;65.76
2024-06-03;17:00;64.03
2024-06-03;18:00;7.19
2024-06-03;19:00;0.0
2024-06-03;20:00;96.42
2024-06-03;21:00;96.85
2024-06-03;22:00;76.41
2024-06-03;23:00;60.57
2024-06-04;00:00;36.83
2024-06-04;01:00;32.59
2024-06-04;02:00;27.73
2024-06-04;03:00;26.05
2024-06-04;04:00;27.23
2024-06-04;05:00;31.02
2024-06-04;06:00;41.04
2024-06-04;07:00;71.17
2024-06-04;08:00;80.36
2024-06-04;09:00;2.43
2024-06-04;10:00;0.0
2024-06-04;11:00;95.68
2024-06-04;12:00;92.72
2024-06-04;13:00;75.81
2024-06-04;14:00;1389.79
2024-06-04;15:00;10.85
2024-06-04;16:00;14.31
2024-06-04;17:00;16.43
2024-06-04;18:00;16.99
2024-06-04;19:00;32.33
2024-06-04;20:00;76.9
2024-06-04;21:00;51.58
2024-06-04;22:00;61.15
2024-06-04;23:00;50.94
2024-06-05;00:00;34.16
2024-06-05;01:00;24.33
2024-06-05;02:00;21.62
2024-06-05;03:00;26.51
2024-06-05;04:00;10.6
2024-06-05;05:00;8.84
2024-06-05;06:00;44.72
2024-06-05;07:00;75.67
2024-06-05;08:00;89.09
2024-06-05;09:00;77.6
