Costid;Load (kW);DateTime;DateTime.1;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8
1;117.396;2023-09-05 01:00:00;2023-09-05 01:00:00;Tuesday;9;2023;01:00:00;2023-09-05
1;96.204;2023-09-05 02:00:00;2023-09-05 02:00:00;Tuesday;9;2023;02:00:00;2023-09-05
1;79.20599999999999;2023-09-05 03:00:00;2023-09-05 03:00:00;Tuesday;9;2023;03:00:00;2023-09-05
1;78.384;2023-09-05 04:00:00;2023-09-05 04:00:00;Tuesday;9;2023;04:00:00;2023-09-05
1;85.443;2023-09-05 05:00:00;2023-09-05 05:00:00;Tuesday;9;2023;05:00:00;2023-09-05
1;103.695;2023-09-05 06:00:00;2023-09-05 06:00:00;Tuesday;9;2023;06:00:00;2023-09-05
1;133.74;2023-09-05 07:00:00;2023-09-05 07:00:00;Tuesday;9;2023;07:00:00;2023-09-05
1;153.084;2023-09-05 08:00:00;2023-09-05 08:00:00;Tuesday;9;2023;08:00:00;2023-09-05
1;163.596;2023-09-05 09:00:00;2023-09-05 09:00:00;Tuesday;9;2023;09:00:00;2023-09-05
1;165.033;2023-09-05 10:00:00;2023-09-05 10:00:00;Tuesday;9;2023;10:00:00;2023-09-05
1;152.322;2023-09-05 11:00:00;2023-09-05 11:00:00;Tuesday;9;2023;11:00:00;2023-09-05
1;150.561;2023-09-05 12:00:00;2023-09-05 12:00:00;Tuesday;9;2023;12:00:00;2023-09-05
1;148.359;2023-09-05 13:00:00;2023-09-05 13:00:00;Tuesday;9;2023;13:00:00;2023-09-05
1;155.022;2023-09-05 14:00:00;2023-09-05 14:00:00;Tuesday;9;2023;14:00:00;2023-09-05
1;151.392;2023-09-05 15:00:00;2023-09-05 15:00:00;Tuesday;9;2023;15:00:00;2023-09-05
1;144.444;2023-09-05 16:00:00;2023-09-05 16:00:00;Tuesday;9;2023;16:00:00;2023-09-05
1;148.029;2023-09-05 17:00:00;2023-09-05 17:00:00;Tuesday;9;2023;17:00:00;2023-09-05
1;172.053;2023-09-05 18:00:00;2023-09-05 18:00:00;Tuesday;9;2023;18:00:00;2023-09-05
1;172.902;2023-09-05 19:00:00;2023-09-05 19:00:00;Tuesday;9;2023;19:00:00;2023-09-05
1;193.572;2023-09-05 20:00:00;2023-09-05 20:00:00;Tuesday;9;2023;20:00:00;2023-09-05
1;218.382;2023-09-05 21:00:00;2023-09-05 21:00:00;Tuesday;9;2023;21:00:00;2023-09-05
1;211.39499999999998;2023-09-05 22:00:00;2023-09-05 22:00:00;Tuesday;9;2023;22:00:00;2023-09-05
